交通調査基本区間番号,世代管理番号（十の位）,世代管理番号（一の位）,道路種別,路線番号,路線名,起点側／接続区分,起点側／交通調査基本区間番号,起点側／世代管理番号（十の位）,起点側／路線名等,起点側／備考,終点側／接続区分,終点側／交通調査基本区間番号,終点側／世代管理番号（十の位）,終点側／路線名等,終点側／備考,現道旧道区分,管理区分,市区町村コード,自動車専用道路の別,区間種別,分離区間／分離区分,分離区間／交通調査基本区間番号,区間延長（ｋｍ）,高規格道路の別,一般国道指定区間,一方通行フラグ,平成２７年度／交通調査基本区間番号,平成２７年度／世代管理番号（十の位）,平成２７年度／世代管理番号（一の位）,交通量／都道府県指定市コード,交通量／調査単位区間番号,上り／観測地点交通調査基本区間番号,上り／交通量観測地点地名,上り／令和３年度調査交通量観測・非観測の別,上り／個別調査結果活用の別,上り／１２時間・２４時間観測の別,上り／交通量観測年月日,上り／昼間１２時間自動車類交通量／小型車（台）,上り／昼間１２時間自動車類交通量／大型車（台）,上り／昼間１２時間自動車類交通量／合計（台）,上り／２４時間自動車類交通量／小型車（台）,上り／２４時間自動車類交通量／大型車（台）,上り／２４時間自動車類交通量／合計（台）,下り／観測地点交通調査基本区間番号,下り／交通量観測地点地名,下り／令和３年度調査交通量観測・非観測の別,下り／個別調査結果活用の別,下り／１２時間・２４時間観測の別,下り／交通量観測年月日,下り／昼間１２時間自動車類交通量／小型車（台）,下り／昼間１２時間自動車類交通量／大型車（台）,下り／昼間１２時間自動車類交通量／合計（台）,下り／２４時間自動車類交通量／小型車（台）,下り／２４時間自動車類交通量／大型車（台）,下り／２４時間自動車類交通量／合計（台）,昼間１２時間自動車類交通量（上下合計）／小型車（台）,昼間１２時間自動車類交通量（上下合計）／大型車（台）,昼間１２時間自動車類交通量（上下合計）／合計（台）,２４時間自動車類交通量（上下合計）／小型車（台）,２４時間自動車類交通量（上下合計）／大型車（台）,２４時間自動車類交通量（上下合計）／合計（台）,昼夜率,昼間１２時間ピーク比率（％）,昼間１２時間大型車混入率（％）,混雑度,平成２７年度／交通量／都道府県指定市コード,平成２７年度／交通量／調査単位区間番号,平成２７年度／昼間１２時間自動車類交通量（台）,平成２７年度／２４時間自動車類交通量（台）,旅行速度／都道府県指定市コード,旅行速度／調査単位区間番号,朝夕（混雑時）／上り／旅行速度計測・非計測の別,朝夕（混雑時）／上り／旅行速度／小型車（ｋｍ／ｈ）,朝夕（混雑時）／上り／旅行速度／大型車（ｋｍ／ｈ）,朝夕（混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／上り／取得件数／小型車（件）,朝夕（混雑時）／上り／取得件数／大型車（件）,朝夕（混雑時）／上り／取得件数／合計（件）,朝夕（混雑時）／下り／旅行速度計測・非計測の別,朝夕（混雑時）／下り／旅行速度／小型車（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／大型車（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／下り／取得件数／小型車（件）,朝夕（混雑時）／下り／取得件数／大型車（件）,朝夕（混雑時）／下り／取得件数／合計（件）,昼間（非混雑時）／上り／旅行速度計測・非計測の別,昼間（非混雑時）／上り／旅行速度／小型車（ｋｍ／ｈ）,昼間（非混雑時）／上り／旅行速度／大型車（ｋｍ／ｈ）,昼間（非混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,昼間（非混雑時）／上り／取得件数／小型車（件）,昼間（非混雑時）／上り／取得件数／大型車（件）,昼間（非混雑時）／上り／取得件数／合計（件）,昼間（非混雑時）／下り／旅行速度計測・非計測の別,昼間（非混雑時）／下り／旅行速度／小型車（ｋｍ／ｈ）,昼間（非混雑時）／下り／旅行速度／大型車（ｋｍ／ｈ）,昼間（非混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,昼間（非混雑時）／下り／取得件数／小型車（件）,昼間（非混雑時）／下り／取得件数／大型車（件）,昼間（非混雑時）／下り／取得件数／合計（件）,昼間１２時間平均旅行速度（時間帯別交通量加重）／上り（ｋｍ／ｈ）,昼間１２時間平均旅行速度（時間帯別交通量加重）／下り（ｋｍ／ｈ）,平成２７年度／旅行速度／都道府県指定市コード,平成２７年度／旅行速度／調査単位区間番号,平成２７年度／混雑時／上り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／混雑時／下り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／昼間非混雑時／上り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／昼間非混雑時／下り／平均旅行速度（ｋｍ／ｈ）,道路状況／都道府県指定市コード,道路状況／調査単位区間番号,区間延長／改良済み区間率（％）,区間延長／5.5ｍ以上改良済み区間率（％）,幅員構成／道路部幅員（ｍ）,幅員構成／車道部幅員（ｍ）,幅員構成／車道幅員（ｍ）,幅員構成／中央帯幅員（ｍ）,幅員構成／歩道幅員／上り（ｍ）,幅員構成／歩道幅員／下り（ｍ）,幅員構成／自転車道幅員／上り（ｍ）,幅員構成／自転車道幅員／下り（ｍ）,幅員構成／停車帯等幅員／上り（ｍ）,幅員構成／停車帯等幅員／下り（ｍ）,車線数,交通安全施設等／歩道設置率（％）,交通安全施設等／自転車歩行者道設置率（％）,交通安全施設等／自転車道設置率（％）,交通安全施設等／自転車レーン設置率（％）,交通安全施設等／両側歩道設置率（％）,交通安全施設等／両側自転車歩行者道設置率（％）,交通安全施設等／両側自転車道設置率（％）,交通安全施設等／両側自転車レーン設置率（％）,交通安全施設等／歩道代表幅員（ｍ）,交通安全施設等／自転車道代表幅員（ｍ）,バス路線／バス路線延長率（％）,バス路線／バス優先・専用レーンの有無,交差点密度／信号交差点（箇所／ｋｍ）,交差点密度／信号のない交差点（箇所／ｋｍ）,代表信号交差点／青時間比（％）,代表信号交差点／右折専用車線の有無等,鉄道との平面交差箇所の有無,指定最高速度（ｋｍ／ｈ）,付加車線及び登坂車線設置箇所の有無／上り,付加車線及び登坂車線設置箇所の有無／下り,代表沿道状況,中央分離帯／中央分離帯の種類,中央分離帯／中央分離帯の設置状況,軌道の有無,自転車通行可能区分,異常気象時等通行規制区分,リバーシブルレーン運用の有無,アクセスコントロール,平成２７年度／道路状況／都道府県指定市コード,平成２７年度／道路状況／調査単位区間番号,交通調査基本区間番号,世代管理番号（十の位）,世代管理番号（一の位）,道路種別,路線番号,路線名
13403170060,0,1,4,317,環状六号線,2,13400020010,0,東京丸子横浜線,,6,,,品川区・目黒区境,,1,2,13109,0,0,0,,0.7,0,0,0,13403170060,0,1,13100,42050,13403170070,目黒区下目黒3-9-5,1,0,1,20210916,9230,1424,10654,12467,2346,14813,13403170070,目黒区下目黒3-9-5,1,0,1,20210916,9734,1473,11207,13147,2427,15574,18964,2897,21861,25614,4773,30387,1.39,9.2,13.3,1.1,13100,41960,23471,33564,13100,45460,1,13.9,15.3,14,14621,1713,16334,1,21.8,20.5,21.8,14792,1198,15990,1,14.5,15,14.5,54083,16605,70688,1,22.7,19.7,22.2,40572,11742,52314,14.3,22.1,13100,45350,20.9,24.4,22.4,34.2,13100,43530,100,100,33,26,16.5,9,3.5,3.5,0,0,0,0,4,100,100,0,0,100,100,0,0,3.5,0,100,3,4.3,11.4,33,1,2,60,2,2,1,1,1,4,1,1,2,4,13100,42460,13403170060,0,1,4,317,環状六号線
13403170065,0,0,4,317,環状六号線,6,,,品川区・目黒区境,,1,13201200380,0,高速中央環状線,,1,2,13110,0,0,0,,0.4,0,0,0,13403170065,0,0,13100,42050,13403170070,目黒区下目黒3-9-5,1,0,1,20210916,9230,1424,10654,12467,2346,14813,13403170070,目黒区下目黒3-9-5,1,0,1,20210916,9734,1473,11207,13147,2427,15574,18964,2897,21861,25614,4773,30387,1.39,9.2,13.3,1.1,13100,41960,23471,33564,13100,45470,1,12.8,10.9,12.6,9318,998,10316,1,30,28.3,29.9,13912,994,14906,1,12.8,11.6,12.6,33786,10149,43935,1,28,25,27.5,38197,10432,48629,12.6,28.3,13100,45360,28.1,37.6,30.6,44.2,13100,43540,94.7,94.7,29,19,16,2,4.4,4.4,0,0,0,0,4,94.7,94.7,0,0,94.7,94.7,0,0,4.4,0,94.7,3,3.7,8.9,33,1,2,60,2,2,1,2,1,4,1,1,2,4,13100,42470,13403170065,0,0,4,317,環状六号線
13403170070,1,0,4,317,環状六号線,1,13201200380,0,高速中央環状線,,1,13403120070,0,白金台町等々力線,,1,2,13110,0,0,0,,0.2,0,0,0,13403170070,1,0,13100,42050,13403170070,目黒区下目黒3-9-5,1,0,1,20210916,9230,1424,10654,12467,2346,14813,13403170070,目黒区下目黒3-9-5,1,0,1,20210916,9734,1473,11207,13147,2427,15574,18964,2897,21861,25614,4773,30387,1.39,9.2,13.3,1.1,13100,41960,23471,33564,13100,45480,1,34.1,28.1,33.4,7353,531,7884,1,52,45.6,51.7,11921,661,12582,1,20.3,17.8,19.9,25730,5924,31654,1,53.2,47.8,52.4,31754,6177,37931,23,52.2,13100,45370,49.4,56.2,51.2,64.8,13100,43540,94.7,94.7,29,19,16,2,4.4,4.4,0,0,0,0,4,94.7,94.7,0,0,94.7,94.7,0,0,4.4,0,94.7,3,3.7,8.9,33,1,2,60,2,2,1,2,1,4,1,1,2,4,13100,42470,13403170070,1,0,4,317,環状六号線
13403170080,0,1,4,317,環状六号線,1,13403120070,0,白金台町等々力線,,2,13403170420,0,環状六号線,,1,2,13110,0,0,0,,1.3,0,0,0,13403170080,0,1,13100,42050,13403170070,目黒区下目黒3-9-5,1,0,1,20210916,9230,1424,10654,12467,2346,14813,13403170070,目黒区下目黒3-9-5,1,0,1,20210916,9734,1473,11207,13147,2427,15574,18964,2897,21861,25614,4773,30387,1.39,9.2,13.3,1.1,13100,41960,23471,33564,13100,45490,1,27.3,24.2,27,10712,863,11575,1,26.8,25.1,26.7,16061,1014,17075,1,25,22.5,24.6,37881,9250,47131,1,28.4,25.6,27.9,46164,10258,56422,25.4,27.5,13100,45380,45.2,44.8,46.9,54,13100,43540,94.7,94.7,29,19,16,2,4.4,4.4,0,0,0,0,4,94.7,94.7,0,0,94.7,94.7,0,0,4.4,0,94.7,3,3.7,8.9,33,1,2,60,2,2,1,2,1,4,1,1,2,4,13100,42470,13403170080,0,1,4,317,環状六号線
13403170090,0,0,4,317,環状六号線,2,13403170420,0,環状六号線,,1,13302460150,0,一般国道２４６号,,1,2,13110,0,0,0,,1.7,0,0,0,13403170090,0,0,13100,42060,,,2,0,0,,11493,2088,13581,15785,3350,19135,,,2,0,0,,10382,2017,12399,14260,3237,17497,21875,4105,25980,30045,6587,36632,1.41,9,15.8,1.27,13100,41970,26859,38408,13100,45500,1,20.3,20.3,20.3,9596,736,10332,1,14.4,13.9,14.4,11972,794,12766,1,23.5,22.3,23.3,32810,6049,38859,1,18.5,17.6,18.3,34369,5807,40176,22.2,16.8,13100,45390,36.7,21.5,38,34.9,13100,43550,100,100,29,19,16,2,4.4,4.4,0,0,0,0,4,100,100,0,0,100,100,0,0,4.4,0,100,3,4.8,11,35,1,2,60,2,2,1,2,1,4,1,1,2,4,13100,42480,13403170090,0,0,4,317,環状六号線
13403170100,0,0,4,317,環状六号線,1,13302460150,0,一般国道２４６号,,1,13604230010,0,渋谷経堂線,,1,2,13110,0,0,0,,0.4,0,0,0,13403170100,0,0,13100,42060,,,2,0,0,,11493,2088,13581,15785,3350,19135,,,2,0,0,,10382,2017,12399,14260,3237,17497,21875,4105,25980,30045,6587,36632,1.41,9,15.8,1.27,13100,41970,26859,38408,13100,45510,1,18.1,16.4,17.9,16038,2221,18259,1,11.9,11.7,11.8,13842,1559,15401,1,25.1,22.2,24.7,51778,13642,65420,1,13.9,13.2,13.8,46916,11598,58514,21.9,13.1,13100,45400,21.2,19.5,31.1,27.8,13100,43550,100,100,29,19,16,2,4.4,4.4,0,0,0,0,4,100,100,0,0,100,100,0,0,4.4,0,100,3,4.8,11,35,1,2,60,2,2,1,2,1,4,1,1,2,4,13100,42480,13403170100,0,0,4,317,環状六号線
13403170110,0,0,4,317,環状六号線,1,13604230010,0,渋谷経堂線,,6,,,目黒区・渋谷区境,,1,2,13110,0,0,0,,0.2,0,0,0,13403170110,0,0,13100,42070,13403170110,目黒区駒場1-1-7,1,0,2,20210907,10981,1138,12119,16768,1787,18555,13403170110,目黒区駒場1-1-7,1,0,2,20210907,11046,1080,12126,15673,1544,17217,22027,2218,24245,32441,3331,35772,1.48,9.4,9.1,0.73,13100,41980,28032,43726,13100,45520,1,11.4,12.6,11.4,16311,1732,18043,1,19.8,19,19.8,12627,1391,14018,1,18.8,17.5,18.7,48066,10583,58649,1,25.3,22,24.9,44676,10794,55470,15.4,22.8,13100,45410,24.9,33.3,35.7,51.2,13100,43560,100,100,33,26,23.5,1.5,3.5,3.5,0,0,0,0,6,100,100,0,0,100,100,0,0,3.5,0,100,3,5,0,35,1,2,60,2,2,1,4,1,4,1,1,2,4,13100,42490,13403170110,0,0,4,317,環状六号線
13403170120,0,0,4,317,環状六号線,6,,,目黒区・渋谷区境,,1,13403170460,0,環状六号線,,1,2,13113,0,0,0,,0,0,0,0,13403170120,0,0,13100,42070,13403170110,目黒区駒場1-1-7,1,0,2,20210907,10981,1138,12119,16768,1787,18555,13403170110,目黒区駒場1-1-7,1,0,2,20210907,11046,1080,12126,15673,1544,17217,22027,2218,24245,32441,3331,35772,1.48,9.4,9.1,0.59,13100,41980,28032,43726,13100,45530,1,15.4,17.7,15.5,15709,1618,17327,1,22,20.2,22,12047,1293,13340,1,26.4,25.7,26.3,46041,9783,55824,1,35.8,32.6,35.5,42614,10141,52755,21.3,29.2,13100,45420,32.4,21.7,53.2,58.6,13100,43570,100,100,34.5,27.5,25,1.5,3.5,3.5,0,0,0,0,8,100,100,0,0,100,100,0,0,3.5,0,100,3,0,0,35,1,2,60,2,2,2,4,1,4,1,1,2,4,13100,42500,13403170120,0,0,4,317,環状六号線
13403170130,0,0,4,317,環状六号線,1,13403170460,0,環状六号線,,9,,,,,1,2,13113,0,0,0,,0.2,0,0,0,13403170130,0,0,13100,42070,13403170110,目黒区駒場1-1-7,1,0,2,20210907,10981,1138,12119,16768,1787,18555,13403170110,目黒区駒場1-1-7,1,0,2,20210907,11046,1080,12126,15673,1544,17217,22027,2218,24245,32441,3331,35772,1.48,9.4,9.1,0.59,13100,41980,28032,43726,13100,45540,1,33,34.4,33.1,15463,1595,17058,1,12.9,12.5,12.9,11877,1284,13161,1,47.1,44.2,46.8,45415,9624,55039,1,20.2,19.8,20.2,41704,10053,51757,41.1,16.9,13100,45430,19.3,9.4,32.6,16,13100,43570,100,100,34.5,27.5,25,1.5,3.5,3.5,0,0,0,0,8,100,100,0,0,100,100,0,0,3.5,0,100,3,0,0,35,1,2,60,2,2,2,4,1,4,1,1,2,4,13100,42500,13403170130,0,0,4,317,環状六号線
13403170140,0,0,4,317,環状六号線,9,,,,,1,13201200020,0,高速中央環状線,,1,2,13113,0,0,0,,0.5,0,0,0,13403170140,0,0,13100,42070,13403170110,目黒区駒場1-1-7,1,0,2,20210907,10981,1138,12119,16768,1787,18555,13403170110,目黒区駒場1-1-7,1,0,2,20210907,11046,1080,12126,15673,1544,17217,22027,2218,24245,32441,3331,35772,1.48,9.4,9.1,0.42,13100,41980,28032,43726,13100,45550,1,18.1,18.7,18.1,24114,3554,27668,1,13.4,12.7,13.4,18434,1899,20333,1,20,19.8,20,75534,16357,91891,1,16.6,15.8,16.5,63813,15815,79628,19.3,15.3,13100,45440,21.1,14.6,35.9,19.1,13100,43580,100,100,30,16,13.5,1.5,5.6,5.6,0,0,0,0,4,100,100,0,0,100,100,0,0,5.6,0,100,3,3,9,34,1,2,60,2,2,1,6,,4,1,1,2,4,13100,42501,13403170140,0,0,4,317,環状六号線
13403170150,0,0,4,317,環状六号線,1,13201200020,0,高速中央環状線,,1,13604130070,0,赤坂杉並線,,1,2,13113,0,0,0,,0.5,0,0,0,13403170150,0,0,13100,42070,13403170110,目黒区駒場1-1-7,1,0,2,20210907,10981,1138,12119,16768,1787,18555,13403170110,目黒区駒場1-1-7,1,0,2,20210907,11046,1080,12126,15673,1544,17217,22027,2218,24245,32441,3331,35772,1.48,9.4,9.1,0.42,13100,41980,28032,43726,13100,45560,1,19.9,19.2,19.9,14284,1379,15663,1,11,11.2,11,9578,853,10431,1,26.1,23,25.7,43935,8456,52391,1,18.5,18.7,18.5,30420,7360,37780,23.4,14.9,13100,45450,29.8,20,51.8,32.5,13100,43580,100,100,30,16,13.5,1.5,5.6,5.6,0,0,0,0,4,100,100,0,0,100,100,0,0,5.6,0,100,3,3,9,34,1,2,60,2,2,1,6,,4,1,1,2,4,13100,42501,13403170150,0,0,4,317,環状六号線
13403170160,0,0,4,317,環状六号線,1,13604130070,0,赤坂杉並線,,1,13201200030,0,高速中央環状線,,1,2,13113,0,0,0,,0.9,0,0,0,13403170160,0,0,13100,42080,13403170160,渋谷区元代々木町1,1,0,1,20211117,9600,1062,10662,12929,1952,14881,13403170160,渋谷区元代々木町1,1,0,1,20211117,8802,1174,9976,11854,2158,14012,18402,2236,20638,24783,4110,28893,1.4,8.9,10.8,1.01,13100,41990,24796,35458,13100,45570,1,20.9,19.6,20.8,9655,888,10543,1,8.9,9,8.9,5604,652,6256,1,22.8,18.7,22.3,31133,5498,36631,1,16.7,16.8,16.7,18107,4825,22932,21.8,12.9,13100,45460,34.3,14,49.9,34.7,13100,43590,100,100,40,27,17,10,5.1,5.1,0,0,2,2,4,100,100,0,0,100,100,0,0,5.1,0,100,1,3.5,14.1,34,1,2,60,2,2,1,1,1,4,1,1,2,4,13100,42510,13403170160,0,0,4,317,環状六号線
13403170170,0,0,4,317,環状六号線,1,13201200030,0,高速中央環状線,,6,,,渋谷区・新宿区境,,1,2,13113,0,0,0,,0.8,0,0,0,13403170170,0,0,13100,42090,13403170170,渋谷区初台1-46-3,1,0,1,20210907,12348,1592,13940,16693,2977,19670,13403170170,渋谷区初台1-46-3,1,0,1,20210907,12460,1543,14003,16845,2885,19730,24808,3135,27943,33538,5862,39400,1.41,11.2,11.2,1.9,13100,42000,28625,40361,13100,45580,1,30.2,29.9,30.2,23184,6054,29238,1,7.8,7,7.7,14245,2984,17229,1,35,34.3,34.9,90792,39402,130194,1,17.2,16.6,17.1,57546,21960,79506,33.2,12.1,13100,45470,38.7,13.3,43.4,32,13100,43590,100,100,40,27,17,10,5.1,5.1,0,0,2,2,4,100,100,0,0,100,100,0,0,5.1,0,100,1,3.5,14.1,34,1,2,60,2,2,1,1,1,4,1,1,2,4,13100,42510,13403170170,0,0,4,317,環状六号線
13403170180,0,0,4,317,環状六号線,6,,,渋谷区・新宿区境,,1,13300200160,0,一般国道２０号,,1,2,13104,0,0,0,,0,0,0,0,13403170180,0,0,13100,42090,13403170170,渋谷区初台1-46-3,1,0,1,20210907,12348,1592,13940,16693,2977,19670,13403170170,渋谷区初台1-46-3,1,0,1,20210907,12460,1543,14003,16845,2885,19730,24808,3135,27943,33538,5862,39400,1.41,11.2,11.2,1.78,13100,42000,28625,40361,13100,45590,1,17.3,19.8,17.5,29243,10656,39899,1,7.9,8,7.9,14335,4065,18400,1,23.1,27.3,23.5,118589,81258,199847,1,10.6,13.9,10.9,59160,34303,93463,21.1,9.7,13100,45480,20.5,14,25.1,24.2,13100,43600,0,0,30.5,24.5,13.5,10,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,42,1,2,60,2,2,1,3,1,4,2,1,2,4,13100,42520,13403170180,0,0,4,317,環状六号線
13403170190,0,0,4,317,環状六号線,1,13300200160,0,一般国道２０号,,1,13604310010,0,角筈和泉町線,,1,2,13104,0,0,0,,0.3,0,0,0,13403170190,0,0,13100,42100,13403170210,渋谷区本町3-52-8,1,0,1,20211130,9992,1299,11291,13569,2326,15895,13403170210,渋谷区本町3-52-8,1,0,1,20211130,9512,1369,10881,12917,2451,15368,19504,2668,22172,26486,4777,31263,1.41,9,12,0.96,13100,42010,26558,37447,13100,45600,1,12.4,9.8,12.1,21116,4239,25355,1,11.9,14.2,12.1,17598,5611,23209,1,17.8,16.8,17.7,85215,33576,118791,1,17.1,24.1,17.8,72909,46646,119555,15.3,15.5,13100,45490,20.1,17.6,21.7,35.2,13100,43610,100,100,30,21,16,5,3.5,3.5,0,0,2,2,4,100,100,0,0,100,100,0,0,3,0,100,3,4,2,42,1,2,60,2,2,1,1,1,4,1,1,2,4,13100,42530,13403170190,0,0,4,317,環状六号線
13403170200,0,0,4,317,環状六号線,1,13604310010,0,角筈和泉町線,,6,,,新宿区・渋谷区境,,1,2,13104,0,0,0,,0.2,0,0,0,13403170200,0,0,13100,42100,13403170210,渋谷区本町3-52-8,1,0,1,20211130,9992,1299,11291,13569,2326,15895,13403170210,渋谷区本町3-52-8,1,0,1,20211130,9512,1369,10881,12917,2451,15368,19504,2668,22172,26486,4777,31263,1.41,9,12,0.96,13100,42010,26558,37447,13100,45610,1,9.9,7.9,9.7,20179,2801,22980,1,13.4,13.9,13.4,14944,2242,17186,1,14.3,11.2,13.9,78432,17979,96411,1,21.2,22.1,21.3,55155,20183,75338,12.1,17.9,13100,45500,24.3,16.7,27.8,36.6,13100,43610,100,100,30,21,16,5,3.5,3.5,0,0,2,2,4,100,100,0,0,100,100,0,0,3,0,100,3,4,2,42,1,2,60,2,2,1,1,1,4,1,1,2,4,13100,42530,13403170200,0,0,4,317,環状六号線
13403170210,0,0,4,317,環状六号線,6,,,新宿区・渋谷区境,,2,13400140010,0,新宿国立線,,1,2,13113,0,0,0,,0.4,0,0,0,13403170210,0,0,13100,42100,13403170210,渋谷区本町3-52-8,1,0,1,20211130,9992,1299,11291,13569,2326,15895,13403170210,渋谷区本町3-52-8,1,0,1,20211130,9512,1369,10881,12917,2451,15368,19504,2668,22172,26486,4777,31263,1.41,9,12,0.96,13100,42010,26558,37447,13100,45620,1,12.3,11.8,12.3,19773,2453,22226,1,10.8,11.6,10.8,14764,1660,16424,1,20.5,15.5,19.8,77000,14909,91909,1,17.4,15.3,17.1,53787,14854,68641,16.5,14.4,13100,45510,29.8,15.4,37.7,32.9,13100,43620,100,100,40,29,24,4,4.1,4.1,0,0,0,0,4,100,100,0,0,100,100,0,0,4.1,0,100,3,1.7,16.7,42,1,2,60,2,2,1,4,1,4,1,1,2,4,13100,42540,13403170210,0,0,4,317,環状六号線
13403170220,0,0,4,317,環状六号線,2,13400140010,0,新宿国立線,,6,,,渋谷区・中野区境,,1,2,13113,0,0,0,,0.2,0,0,0,13403170220,0,0,13100,42110,13403170230,中野区弥生町1-12-2,1,0,1,20211111,12400,1329,13729,16808,2578,19386,13403170230,中野区弥生町1-12-2,1,0,1,20211111,9206,1351,10557,12479,2621,15100,21606,2680,24286,29287,5199,34486,1.42,9.6,11,1.22,13100,42020,31752,45405,13100,45630,1,9.6,9,9.5,22209,2841,25050,1,15.8,16.5,15.9,17080,1981,19061,1,16,12.5,15.5,85265,16338,101603,1,23.3,19.8,22.9,61062,17338,78400,12.7,20.7,13100,45520,14.2,17.3,21.6,34.8,13100,43620,100,100,40,29,24,4,4.1,4.1,0,0,0,0,4,100,100,0,0,100,100,0,0,4.1,0,100,3,1.7,16.7,42,1,2,60,2,2,1,4,1,4,1,1,2,4,13100,42540,13403170220,0,0,4,317,環状六号線
13403170230,0,0,4,317,環状六号線,6,,,渋谷区・中野区境,,1,13201200080,0,高速中央環状線,,1,2,13114,0,0,0,,0.2,0,0,0,13403170230,0,0,13100,42110,13403170230,中野区弥生町1-12-2,1,0,1,20211111,12400,1329,13729,16808,2578,19386,13403170230,中野区弥生町1-12-2,1,0,1,20211111,9206,1351,10557,12479,2621,15100,21606,2680,24286,29287,5199,34486,1.42,9.6,11,1.22,13100,42020,31752,45405,13100,45640,1,14.1,15.3,14.1,22900,2903,25803,1,16.8,18.9,17.3,17079,2001,19080,1,26.4,22.2,25.9,86526,17313,103839,1,24.8,22.9,24.6,61968,17503,79471,20.1,22.3,13100,45530,18.4,18.7,37.3,32.6,13100,43630,100,100,39.5,26.5,16,10.5,4.7,6.8,0,0,2,2,4,100,100,0,0,100,100,0,0,5,0,100,3,3.8,10.8,42,1,2,60,2,2,1,3,1,4,1,1,2,4,13100,42550,13403170230,0,0,4,317,環状六号線
13403170240,0,0,4,317,環状六号線,1,13201200080,0,高速中央環状線,,1,13400040100,0,東京所沢線,,1,2,13114,0,0,0,,0.6,0,0,0,13403170240,0,0,13100,42110,13403170230,中野区弥生町1-12-2,1,0,1,20211111,12400,1329,13729,16808,2578,19386,13403170230,中野区弥生町1-12-2,1,0,1,20211111,9206,1351,10557,12479,2621,15100,21606,2680,24286,29287,5199,34486,1.42,9.6,11,1.22,13100,42020,31752,45405,13100,45650,1,15.3,14.2,15.2,14558,1871,16429,1,16,15.8,16,11254,1241,12495,1,21.6,18.8,21.3,52501,12679,65180,1,18.5,17.2,18.4,40421,11855,52276,18.7,17.8,13100,45540,19.3,19.2,35.6,28.9,13100,43630,100,100,39.5,26.5,16,10.5,4.7,6.8,0,0,2,2,4,100,100,0,0,100,100,0,0,5,0,100,3,3.8,10.8,42,1,2,60,2,2,1,3,1,4,1,1,2,4,13100,42550,13403170240,0,0,4,317,環状六号線
13403170250,0,0,4,317,環状六号線,1,13400040100,0,東京所沢線,,1,13604330040,0,神楽坂高円寺線,,1,2,13114,0,0,0,,0.5,0,0,0,13403170250,0,0,13100,42120,13403170260,中野区東中野3-14-21,1,0,1,20211117,10237,1173,11410,13777,2180,15957,13403170260,中野区東中野3-14-21,1,0,1,20211117,9229,1131,10360,12420,2101,14521,19466,2304,21770,26197,4281,30478,1.4,9.1,10.6,0.95,13100,42030,24737,34879,13100,45660,1,13.3,11.8,13.1,14533,3783,18316,1,14.3,14.6,14.3,13327,1209,14536,1,14.4,13,14.2,46742,11912,58654,1,18.8,16.8,18.5,44263,12257,56520,13.8,16.8,13100,45550,20.3,19.1,30.2,27.9,13100,43630,100,100,39.5,26.5,16,10.5,4.7,6.8,0,0,2,2,4,100,100,0,0,100,100,0,0,5,0,100,3,3.8,10.8,42,1,2,60,2,2,1,3,1,4,1,1,2,4,13100,42550,13403170250,0,0,4,317,環状六号線
13403170260,0,0,4,317,環状六号線,1,13604330040,0,神楽坂高円寺線,,1,13400250090,0,飯田橋石神井新座線,,1,2,13114,0,0,0,,1.1,0,0,0,13403170260,0,0,13100,42120,13403170260,中野区東中野3-14-21,1,0,1,20211117,10237,1173,11410,13777,2180,15957,13403170260,中野区東中野3-14-21,1,0,1,20211117,9229,1131,10360,12420,2101,14521,19466,2304,21770,26197,4281,30478,1.4,9.1,10.6,0.95,13100,42030,24737,34879,13100,45670,1,19.2,19,19.2,10560,1788,12348,1,12.7,12,12.6,11160,1103,12263,1,20.9,19.4,20.8,39225,10290,49515,1,20.3,18.1,20,37748,10956,48704,20.2,16.7,13100,45560,25,17.7,38.6,29.9,13100,43630,100,100,39.5,26.5,16,10.5,4.7,6.8,0,0,2,2,4,100,100,0,0,100,100,0,0,5,0,100,3,3.8,10.8,42,1,2,60,2,2,1,3,1,4,1,1,2,4,13100,42550,13403170260,0,0,4,317,環状六号線
